PRODUCTLINE,Quarter,Month,Year,QUANTITYORDERED,SALES,
Classic Cars,Q4,Nov,2003,29,4258.36,
Classic Cars,Q4,Dec,2003,40,4032,
Classic Cars,Q1,Jan,2004,38,4492.36,
Classic Cars,Q1,Feb,2004,38,4161.38,
Classic Cars,Q2,Apr,2004,21,2508.66,
Classic Cars,Q2,Jun,2004,24,3374.88,
Classic Cars,Q3,Jul,2004,36,5196.6,
Classic Cars,Q3,Aug,2004,23,2604.52,
Classic Cars,Q3,Sep,2004,20,2936.8,
Classic Cars,Q4,Oct,2003,32,3424.64,
Classic Cars,Q4,Oct,2004,29,2923.2,
Classic Cars,Q4,Nov,2004,44,4489.76,
Classic Cars,Q4,Nov,2004,44,4849.24,
Classic Cars,Q4,Nov,2004,36,5848.92,
Classic Cars,Q1,Jan,2005,49,2758.7,
Classic Cars,Q1,Feb,2005,34,1449.76,
Classic Cars,Q2,Apr,2005,59,7048.14,
Classic Cars,Q2,May,2005,37,5202.94,
Planes,Q1,Feb,2003,36,5279.4,
Planes,Q2,Apr,2003,43,6916.12,
Planes,Q2,Jun,2003,21,2781.66,
Planes,Q3,Aug,2003,32,5248,
Planes,Q4,Oct,2003,38,6531.44,
Planes,Q4,Oct,2003,43,5763.72,
Planes,Q4,Nov,2003,42,6490.68,
Planes,Q4,Nov,2003,32,6004.8,
Planes,Q4,Nov,2003,42,7483.98,
Planes,Q1,Jan,2004,31,5719.5,
Planes,Q1,Feb,2004,49,6954.08,
Planes,Q2,May,2004,45,8160.3,
Planes,Q2,Jun,2004,49,6567.96,
Planes,Q3,Jul,2004,41,6724,
Planes,Q3,Aug,2004,45,5747.85,
Planes,Q3,Sep,2004,36,5676.84,
Planes,Q4,Oct,2004,39,7379.97,
Planes,Q4,Nov,2004,27,3704.13,
Planes,Q4,Nov,2004,25,2804.75,
Planes,Q4,Nov,2004,41,5624.79,
Planes,Q4,Dec,2004,39,3881.28,
Planes,Q1,Jan,2005,28,1611.4,
Planes,Q1,Mar,2005,25,1364.25,
Planes,Q1,Mar,2005,33,4215.09,
Planes,Q2,Apr,2005,34,6433.82,
Planes,Q2,May,2005,24,4352.16,
Vintage Cars,Q1,Jan,2003,30,5151,
Vintage Cars,Q1,Mar,2003,42,6069,
Vintage Cars,Q2,May,2003,21,2856,
Vintage Cars,Q3,Sep,2003,34,5375.4,
Vintage Cars,Q4,Oct,2003,29,5176.5,
Vintage Cars,Q4,Nov,2003,24,3508.8,
Vintage Cars,Q4,Nov,2003,44,7554.8,
Vintage Cars,Q4,Nov,2003,21,3141.6,
Vintage Cars,Q4,Dec,2003,33,5890.5,
Vintage Cars,Q1,Jan,2004,30,5967,
Vintage Cars,Q1,Mar,2004,26,3712.8,
Vintage Cars,Q2,Apr,2004,41,7597.3,
Vintage Cars,Q3,Aug,2004,26,3668.6,
Vintage Cars,Q3,Sep,2004,32,5875.2,
Vintage Cars,Q4,Oct,2003,43,7310,
Vintage Cars,Q4,Oct,2004,48,8078.4,
Vintage Cars,Q4,Nov,2004,44,3257.76,
Vintage Cars,Q4,Nov,2004,45,7650,
Vintage Cars,Q1,Jan,2005,37,4703.81,
Vintage Cars,Q1,Feb,2005,39,5399.55,
Vintage Cars,Q2,Apr,2005,76,14082.8,
Vintage Cars,Q2,May,2005,37,5283.6,
Classic Cars,Q1,Mar,2003,38,3130.82,
Classic Cars,Q2,May,2003,43,3112.34,
Classic Cars,Q3,Jul,2003,48,3806.88,
Classic Cars,Q3,Sep,2003,26,2142.14,
Classic Cars,Q4,Oct,2003,38,3364.9,
Classic Cars,Q4,Nov,2003,20,1262.8,
Classic Cars,Q4,Nov,2003,22,1626.24,
Classic Cars,Q4,Nov,2003,45,4088.7,
Classic Cars,Q4,Dec,2003,45,3846.15,
Classic Cars,Q1,Jan,2004,20,1339.8,
Classic Cars,Q1,Feb,2004,47,3039.96,
Classic Cars,Q2,Apr,2004,46,3400.32,
Classic Cars,Q2,Jun,2004,23,1930.39,
Classic Cars,Q3,Jul,2004,33,2464.77,
Classic Cars,Q3,Aug,2004,29,2634.94,
Classic Cars,Q3,Aug,2004,44,3625.16,
Classic Cars,Q4,Oct,2003,41,3788.4,
Classic Cars,Q4,Oct,2004,20,1832.6,
Classic Cars,Q4,Nov,2004,37,2905.98,
Classic Cars,Q4,Nov,2004,29,2954.81,
Classic Cars,Q4,Nov,2004,55,3599.75,
Classic Cars,Q1,Jan,2005,22,3686.54,
Classic Cars,Q1,Feb,2005,31,2100.56,
Classic Cars,Q1,Mar,2005,49,3881.78,
Classic Cars,Q2,Apr,2005,61,4509.12,
Classic Cars,Q2,May,2005,39,3273.27,
Classic Cars,Q1,Mar,2003,38,4432.7,
Classic Cars,Q2,May,2003,31,4100.99,
Classic Cars,Q3,Jul,2003,36,5274.72,
Classic Cars,Q3,Sep,2003,25,4232,
Classic Cars,Q4,Oct,2003,48,6145.44,
Classic Cars,Q4,Nov,2003,35,4680.2,
Classic Cars,Q4,Nov,2003,21,3286.08,
Classic Cars,Q4,Nov,2003,47,7421.3,
Classic Cars,Q4,Dec,2003,38,6432.64,
Classic Cars,Q1,Jan,2004,41,4840.87,
Classic Cars,Q1,Feb,2004,24,3892.08,
Classic Cars,Q2,Apr,2004,37,5526.32,
Classic Cars,Q2,Jun,2004,33,4459.62,
Classic Cars,Q3,Jul,2004,49,6203.4,
Classic Cars,Q3,Aug,2004,29,3754.05,
Classic Cars,Q3,Aug,2004,24,3516.48,
Classic Cars,Q4,Oct,2003,47,7488.04,
Classic Cars,Q4,Oct,2004,24,3448.08,
Classic Cars,Q4,Nov,2004,25,3734,
Classic Cars,Q4,Nov,2004,30,974.1,
Classic Cars,Q4,Nov,2004,22,3160.74,
Classic Cars,Q4,Dec,2004,27,1746.63,
Classic Cars,Q1,Jan,2005,34,4207.84,
Classic Cars,Q1,Feb,2005,36,4352.76,
Classic Cars,Q1,Mar,2005,34,1463.7,
Classic Cars,Q2,Apr,2005,48,7169.28,
Classic Cars,Q2,May,2005,34,4594.76,
Classic Cars,Q1,Jan,2003,24,3457.92,
Classic Cars,Q2,Apr,2003,46,7381.16,
Classic Cars,Q2,Jun,2003,45,7146.9,
Classic Cars,Q3,Aug,2003,39,5938.53,
Classic Cars,Q3,Sep,2003,43,7110.91,
Classic Cars,Q4,Oct,2003,29,5032.95,
Classic Cars,Q4,Nov,2003,20,3667.6,
Classic Cars,Q4,Nov,2003,46,7381.16,
Classic Cars,Q4,Nov,2003,27,5128.11,
Classic Cars,Q4,Dec,2003,44,7060.24,
Classic Cars,Q1,Feb,2004,43,8448.64,
Classic Cars,Q1,Mar,2004,49,7300.51,
Classic Cars,Q2,May,2004,40,6549.2,
Classic Cars,Q2,Jun,2004,30,5697.9,
Classic Cars,Q3,Jul,2004,50,9169,
Classic Cars,Q3,Aug,2004,23,3238.63,
Classic Cars,Q3,Sep,2004,26,4554.94,
Classic Cars,Q4,Oct,2004,27,3934.44,
Classic Cars,Q4,Oct,2004,42,5776.26,
Classic Cars,Q4,Nov,2004,47,7207.45,
Classic Cars,Q4,Nov,2004,49,7460.74,
Classic Cars,Q4,Dec,2004,38,6719.54,
Classic Cars,Q4,Dec,2004,20,2428,
Classic Cars,Q1,Jan,2005,25,2602.25,
Classic Cars,Q1,Feb,2005,25,2200,
Classic Cars,Q2,May,2005,41,6712.93,
Classic Cars,Q2,May,2005,28,5318.04,
Vintage Cars,Q1,Jan,2003,50,3390,
Vintage Cars,Q1,Mar,2003,32,1608,
Vintage Cars,Q2,May,2003,42,2262.96,
Vintage Cars,Q3,Sep,2003,24,1496.64,
Vintage Cars,Q4,Oct,2003,27,1879.74,
Vintage Cars,Q4,Nov,2003,26,1495.26,
Vintage Cars,Q4,Nov,2003,38,2323.7,
Vintage Cars,Q4,Nov,2003,42,2491.86,
Vintage Cars,Q4,Dec,2003,23,1643.12,
Vintage Cars,Q1,Jan,2004,21,1322.16,
Vintage Cars,Q1,Mar,2004,28,1423.8,
Vintage Cars,Q2,Apr,2004,33,2397.45,
Vintage Cars,Q3,Aug,2004,25,1574,
Vintage Cars,Q3,Sep,2004,28,1729,
Vintage Cars,Q4,Oct,2004,46,2255.84,
Vintage Cars,Q4,Oct,2004,30,1834.5,
Vintage Cars,Q4,Nov,2004,38,3201.5,
Vintage Cars,Q4,Nov,2004,40,2276.4,
Vintage Cars,Q1,Jan,2005,45,8884.8,
Vintage Cars,Q1,Feb,2005,27,1331.1,
Vintage Cars,Q2,Apr,2005,42,3051.3,
Vintage Cars,Q2,May,2005,36,2288.52,
Trucks and Buses,Q1,Jan,2003,29,3772.61,
Trucks and Buses,Q2,Apr,2003,39,4164.42,
Trucks and Buses,Q2,Jun,2003,45,6295.95,
Trucks and Buses,Q3,Aug,2003,47,6287.66,
Trucks and Buses,Q3,Sep,2003,49,5412.54,
Trucks and Buses,Q4,Oct,2003,46,5984.14,
Trucks and Buses,Q4,Nov,2003,48,5891.04,
Trucks and Buses,Q4,Nov,2003,46,5984.14,
Trucks and Buses,Q4,Nov,2003,35,3608.15,
Trucks and Buses,Q4,Dec,2003,43,5752.54,
Trucks and Buses,Q1,Mar,2004,26,3765.32,
Trucks and Buses,Q2,May,2004,22,2159.96,
Trucks and Buses,Q2,Jun,2004,34,3379.94,
Trucks and Buses,Q3,Jul,2004,50,5093.5,
Trucks and Buses,Q3,Aug,2004,48,5773.44,
Trucks and Buses,Q3,Sep,2004,41,4528.86,
Trucks and Buses,Q4,Oct,2004,36,4816.08,
Trucks and Buses,Q4,Oct,2004,29,3416.78,
Trucks and Buses,Q4,Nov,2004,33,1236.84,
Trucks and Buses,Q4,Nov,2004,46,5814.86,
Trucks and Buses,Q4,Dec,2004,38,5223.48,
Trucks and Buses,Q4,Dec,2004,20,728.4,
Trucks and Buses,Q1,Jan,2005,22,3949,
Trucks and Buses,Q1,Feb,2005,27,3843.99,
Trucks and Buses,Q2,May,2005,56,5498.08,
Trucks and Buses,Q2,May,2005,38,3777.58,
Vintage Cars,Q1,Jan,2003,25,3782,
Vintage Cars,Q1,Mar,2003,33,3859.68,
Vintage Cars,Q2,May,2003,42,4431.84,
Vintage Cars,Q3,Sep,2003,33,4950.33,
Vintage Cars,Q4,Oct,2003,38,4299.7,
Vintage Cars,Q4,Nov,2003,31,4492.83,
Vintage Cars,Q4,Nov,2003,20,2212,
Vintage Cars,Q4,Nov,2003,44,4642.88,
Vintage Cars,Q4,Dec,2003,26,3206.32,
Vintage Cars,Q1,Jan,2004,27,3604.23,
Vintage Cars,Q1,Mar,2004,46,7017.76,
Vintage Cars,Q2,Apr,2004,47,6154.18,
Vintage Cars,Q3,Aug,2004,37,4750.8,
Vintage Cars,Q3,Sep,2004,31,3822.92,
Vintage Cars,Q4,Oct,2004,24,2440.8,
Vintage Cars,Q4,Oct,2004,31,4729.36,
Vintage Cars,Q4,Nov,2004,50,12536.5,
Vintage Cars,Q4,Nov,2004,35,2264.15,
Vintage Cars,Q4,Nov,2004,30,3928.2,
Vintage Cars,Q4,Dec,2004,29,3630.22,
Vintage Cars,Q1,Jan,2005,27,4196.07,
Vintage Cars,Q1,Feb,2005,40,4931.6,
Vintage Cars,Q1,Mar,2005,31,3068.69,
Vintage Cars,Q2,Apr,2005,6,785.64,
Vintage Cars,Q2,May,2005,45,4977,
Trucks and Buses,Q1,Jan,2003,22,1189.98,
Trucks and Buses,Q2,Apr,2003,45,3090.15,
Trucks and Buses,Q2,May,2003,43,2795.86,
Trucks and Buses,Q3,Jul,2003,46,2851.54,
Trucks and Buses,Q3,Sep,2003,39,2701.92,
Trucks and Buses,Q4,Oct,2003,31,2204.1,
Trucks and Buses,Q4,Nov,2003,41,2840.48,
Trucks and Buses,Q4,Nov,2003,44,2647.04,
Trucks and Buses,Q4,Nov,2003,45,3172.05,
Trucks and Buses,Q4,Dec,2003,37,2585.93,
Trucks and Buses,Q1,Feb,2004,35,2148.3,
Trucks and Buses,Q1,Mar,2004,28,1667.4,
Trucks and Buses,Q2,May,2004,30,1859.7,
Trucks and Buses,Q2,Jun,2004,30,1476.6,
Trucks and Buses,Q3,Jul,2004,25,1732,
Trucks and Buses,Q3,Aug,2004,29,1674.17,
Trucks and Buses,Q3,Sep,2004,26,1500.98,
Trucks and Buses,Q4,Oct,2004,41,2192.68,
Trucks and Buses,Q4,Oct,2004,34,1797.58,
Trucks and Buses,Q4,Nov,2004,35,2142.35,
Trucks and Buses,Q4,Nov,2004,34,2086.92,
Trucks and Buses,Q4,Nov,2004,50,6834.5,
Trucks and Buses,Q4,Dec,2004,41,2541.59,
Trucks and Buses,Q1,Jan,2005,22,2130.92,
Trucks and Buses,Q1,Feb,2005,35,1701.7,
Trucks and Buses,Q1,Mar,2005,44,1694,
Trucks and Buses,Q2,May,2005,47,2913.53,
Trucks and Buses,Q2,May,2005,19,935.18,
Planes,Q1,Feb,2003,34,3073.26,
Planes,Q2,Apr,2003,29,2082.49,
Planes,Q2,Jun,2003,49,3394.23,
Planes,Q3,Aug,2003,30,2559.6,
Planes,Q4,Oct,2003,21,1490.16,
Planes,Q1,Jan,2004,50,3844,
Planes,Q1,Feb,2004,47,4724.91,
Planes,Q2,Apr,2004,24,1824.72,
Planes,Q2,May,2004,27,2668.68,
Planes,Q2,Jun,2004,33,2843.61,
Planes,Q3,Jul,2004,35,3163.65,
Planes,Q3,Aug,2004,31,2226.11,
Planes,Q3,Sep,2004,25,2069.75,
Planes,Q4,Oct,2004,27,2235.33,
Planes,Q4,Nov,2004,31,3116.43,
Planes,Q4,Nov,2004,45,4781.7,
Planes,Q4,Nov,2004,27,2810.7,
Planes,Q4,Dec,2004,27,3515.67,
Planes,Q1,Feb,2005,42,2909.34,
Planes,Q1,Mar,2005,21,1570.17,
Planes,Q1,Mar,2005,34,2613.92,
Planes,Q2,Apr,2005,42,3193.26,
Planes,Q2,May,2005,15,1482.6,
Motorcycles,Q1,Feb,2003,29,2055.23,
Motorcycles,Q2,Apr,2003,46,2674.9,
Motorcycles,Q3,Jul,2003,30,1853.4,
Motorcycles,Q3,Aug,2003,30,1490.1,
Motorcycles,Q4,Oct,2003,42,2162.16,
Motorcycles,Q4,Oct,2003,46,2814.28,
Motorcycles,Q4,Nov,2003,25,1605,
Motorcycles,Q4,Nov,2003,32,2093.44,
Motorcycles,Q4,Dec,2003,30,1944.3,
Motorcycles,Q1,Jan,2004,40,1986.8,
Motorcycles,Q1,Feb,2004,28,1695.96,
Motorcycles,Q2,Apr,2004,23,1281.56,
Motorcycles,Q2,May,2004,29,1774.22,
Motorcycles,Q2,Jun,2004,34,1997.5,
Motorcycles,Q3,Jul,2004,37,2353.2,
Motorcycles,Q3,Aug,2004,20,981.2,
Motorcycles,Q3,Sep,2004,32,1550.72,
Motorcycles,Q4,Oct,2004,34,1771.06,
Motorcycles,Q4,Nov,2004,42,2213.4,
Motorcycles,Q4,Nov,2004,38,5266.04,
Motorcycles,Q4,Nov,2004,30,1864.8,
Motorcycles,Q1,Jan,2005,23,1142.41,
Motorcycles,Q1,Feb,2005,22,1172.6,
Motorcycles,Q1,Mar,2005,39,6981,
Motorcycles,Q2,Apr,2005,55,3064.6,
Motorcycles,Q2,May,2005,36,2202.48,
Vintage Cars,Q1,Jan,2003,26,3773.38,
Vintage Cars,Q1,Mar,2003,31,5074.39,
Vintage Cars,Q2,May,2003,34,6483.46,
Vintage Cars,Q3,Jul,2003,41,7956.46,
Vintage Cars,Q3,Sep,2003,23,4230.62,
Vintage Cars,Q4,Oct,2003,48,7209.12,
Vintage Cars,Q4,Nov,2003,22,3452.68,
Vintage Cars,Q4,Nov,2003,21,3047.73,
Vintage Cars,Q4,Nov,2003,22,3675.32,
Vintage Cars,Q4,Dec,2003,40,7492.4,
Vintage Cars,Q1,Jan,2004,50,9534.5,
Vintage Cars,Q1,Mar,2004,29,5579.02,
Vintage Cars,Q2,Apr,2004,43,5950.34,
Vintage Cars,Q2,Jun,2004,24,3726,
Vintage Cars,Q3,Aug,2004,22,4455,
Vintage Cars,Q3,Sep,2004,43,8272.34,
Vintage Cars,Q4,Oct,2004,20,3577.6,
Vintage Cars,Q4,Oct,2004,25,3881.25,
Vintage Cars,Q4,Nov,2004,36,5797.44,
Vintage Cars,Q4,Nov,2004,24,1264.08,
Vintage Cars,Q4,Nov,2004,21,4815.3,
Vintage Cars,Q4,Dec,2004,30,4462.2,
Vintage Cars,Q1,Jan,2005,32,3033.28,
Vintage Cars,Q1,Feb,2005,21,990.78,
Vintage Cars,Q1,Mar,2005,26,2030.86,
Vintage Cars,Q2,May,2005,35,5433.75,
Classic Cars,Q1,Mar,2003,26,3157.44,
Classic Cars,Q2,May,2003,46,5161.2,
Classic Cars,Q3,Jul,2003,37,4346.76,
Classic Cars,Q3,Sep,2003,27,3528.36,
Classic Cars,Q4,Oct,2003,23,3187.8,
Classic Cars,Q4,Nov,2003,39,6023.16,
Classic Cars,Q4,Nov,2003,27,3884.76,
Classic Cars,Q4,Nov,2003,38,4965.84,
Classic Cars,Q4,Dec,2003,27,4169.88,
Classic Cars,Q1,Jan,2004,40,4910.4,
Classic Cars,Q1,Feb,2004,24,3231.36,
Classic Cars,Q2,Apr,2004,44,6853.44,
Classic Cars,Q2,Jun,2004,37,5177.04,
Classic Cars,Q3,Jul,2004,20,2824.8,
Classic Cars,Q3,Aug,2004,39,4324.32,
Classic Cars,Q3,Aug,2004,44,5052.96,
Classic Cars,Q4,Oct,2003,22,3223.44,
Classic Cars,Q4,Oct,2004,43,5278.68,
Classic Cars,Q4,Nov,2004,27,2851.2,
Classic Cars,Q4,Nov,2004,26,1687.4,
Classic Cars,Q4,Nov,2004,25,1308,
Classic Cars,Q1,Jan,2005,49,6144.6,
Classic Cars,Q1,Feb,2005,29,5127.2,
Classic Cars,Q2,Apr,2005,41,6386.16,
Classic Cars,Q2,May,2005,55,7695.6,
Vintage Cars,Q1,Jan,2003,27,2242.89,
Vintage Cars,Q1,Mar,2003,23,2539.89,
Vintage Cars,Q2,May,2003,31,2795.27,
Vintage Cars,Q3,Jul,2003,46,5545.76,
Vintage Cars,Q3,Sep,2003,47,4285.46,
Vintage Cars,Q4,Oct,2003,31,3329.09,
Vintage Cars,Q4,Nov,2003,46,5592.22,
Vintage Cars,Q4,Nov,2003,37,3298.55,
Vintage Cars,Q4,Nov,2003,28,2609.88,
Vintage Cars,Q4,Dec,2003,37,3336.29,
Vintage Cars,Q1,Jan,2004,49,5510.05,
Vintage Cars,Q1,Mar,2004,24,2504.4,
Vintage Cars,Q2,Apr,2004,30,3525.6,
Vintage Cars,Q2,Jun,2004,50,4407,
Vintage Cars,Q3,Jul,2004,31,2983.44,
Vintage Cars,Q3,Aug,2004,46,5126.24,
Vintage Cars,Q3,Sep,2004,47,5713.79,
Vintage Cars,Q4,Oct,2004,46,4613.8,
Vintage Cars,Q4,Oct,2004,37,3711.1,
Vintage Cars,Q4,Nov,2004,33,3524.73,
Vintage Cars,Q4,Nov,2004,31,2795.27,
Vintage Cars,Q4,Nov,2004,48,4814.4,
Vintage Cars,Q4,Dec,2004,41,3572.33,
Vintage Cars,Q1,Jan,2005,42,4581.36,
Vintage Cars,Q1,Feb,2005,41,4319.76,
Vintage Cars,Q1,Mar,2005,32,1448,
Vintage Cars,Q2,May,2005,10,881.4,
Vintage Cars,Q1,Jan,2003,35,2011.1,
Vintage Cars,Q1,Mar,2003,28,1801.24,
Vintage Cars,Q2,May,2003,46,3390.2,
Vintage Cars,Q3,Jul,2003,20,1424,
Vintage Cars,Q3,Sep,2003,30,1499.1,
Vintage Cars,Q4,Oct,2003,48,3358.08,
Vintage Cars,Q4,Nov,2003,28,1504.16,
Vintage Cars,Q4,Nov,2003,39,2655.12,
Vintage Cars,Q4,Nov,2003,24,1244.16,
Vintage Cars,Q4,Dec,2003,28,1888.88,
Vintage Cars,Q1,Jan,2004,31,1820.01,
Vintage Cars,Q1,Mar,2004,45,2866.95,
Vintage Cars,Q2,Apr,2004,24,1394.16,
Vintage Cars,Q2,Jun,2004,49,2632.28,
Vintage Cars,Q3,Jul,2004,32,2018.56,
Vintage Cars,Q3,Aug,2004,43,2954.53,
Vintage Cars,Q3,Sep,2004,37,1871.83,
Vintage Cars,Q4,Oct,2004,24,1559.04,
Vintage Cars,Q4,Oct,2004,35,1880.2,
Vintage Cars,Q4,Nov,2004,41,1224.67,
Vintage Cars,Q4,Nov,2004,26,2979.08,
Vintage Cars,Q4,Nov,2004,34,2208.64,
Vintage Cars,Q4,Dec,2004,49,3458.42,
Vintage Cars,Q1,Jan,2005,28,1237.88,
Vintage Cars,Q1,Feb,2005,40,2723.2,
Vintage Cars,Q1,Mar,2005,37,2218.52,
Vintage Cars,Q2,May,2005,31,1665.32,
Ships,Q1,Feb,2003,41,3421.04,
Ships,Q2,Apr,2003,21,1878.66,
Ships,Q2,Jun,2003,40,3853.6,
Ships,Q3,Aug,2003,46,3442.64,
Ships,Q4,Oct,2003,44,3482.16,
Ships,Q4,Oct,2003,46,3363.52,
Ships,Q4,Nov,2003,41,3350.52,
Ships,Q4,Nov,2003,32,2862.72,
Ships,Q4,Nov,2003,46,4036.04,
Ships,Q1,Jan,2004,28,2817.92,
Ships,Q1,Feb,2004,49,4636.38,
Ships,Q2,May,2004,21,1553.58,
Ships,Q2,Jun,2004,32,2697.6,
Ships,Q3,Jul,2004,34,3334.04,
Ships,Q3,Aug,2004,21,2059.26,
Ships,Q3,Sep,2004,21,2023.14,
Ships,Q4,Oct,2004,31,2586.64,
Ships,Q4,Nov,2004,21,1987.02,
Ships,Q4,Nov,2004,25,1146.5,
Ships,Q4,Nov,2004,28,2312.24,
Ships,Q4,Dec,2004,43,2793.71,
Ships,Q1,Jan,2005,22,1908.28,
Ships,Q1,Mar,2005,37,3441.37,
Ships,Q1,Mar,2005,28,2023.28,
Ships,Q2,Apr,2005,30,2245.2,
Ships,Q2,May,2005,44,3255.12,
Vintage Cars,Q1,Jan,2003,25,2539.5,
Vintage Cars,Q1,Mar,2003,43,4818.15,
Vintage Cars,Q2,May,2003,30,2921.7,
Vintage Cars,Q3,Jul,2003,20,1801.2,
Vintage Cars,Q3,Sep,2003,26,2804.36,
Vintage Cars,Q4,Oct,2003,40,4900.8,
Vintage Cars,Q4,Nov,2003,31,2759.31,
Vintage Cars,Q4,Nov,2003,22,2488.2,
Vintage Cars,Q4,Nov,2003,23,2769.89,
Vintage Cars,Q4,Dec,2003,30,3581.4,
Vintage Cars,Q1,Jan,2004,49,5285.14,
Vintage Cars,Q1,Mar,2004,31,3181.53,
Vintage Cars,Q2,Apr,2004,29,3340.51,
Vintage Cars,Q2,Jun,2004,37,3138.34,
Vintage Cars,Q3,Jul,2004,38,4775.08,
Vintage Cars,Q3,Aug,2004,29,3006.43,
Vintage Cars,Q3,Sep,2004,23,2866.26,
Vintage Cars,Q4,Oct,2004,26,2232.62,
Vintage Cars,Q4,Oct,2004,38,4457.02,
Vintage Cars,Q4,Nov,2004,48,2257.92,
Vintage Cars,Q4,Nov,2004,40,1592,
Vintage Cars,Q4,Nov,2004,45,4948.2,
Vintage Cars,Q4,Dec,2004,44,5160.76,
Vintage Cars,Q1,Jan,2005,21,1978.62,
Vintage Cars,Q1,Feb,2005,35,4288.2,
Vintage Cars,Q1,Mar,2005,29,2520.68,
Vintage Cars,Q2,May,2005,21,1781.22,
Vintage Cars,Q1,Feb,2003,22,3065.04,
Vintage Cars,Q2,Apr,2003,26,3551.34,
Vintage Cars,Q2,Jun,2003,41,5544.02,
Vintage Cars,Q3,Aug,2003,47,6034.33,
Vintage Cars,Q3,Sep,2003,31,3641.57,
Vintage Cars,Q4,Oct,2003,43,6930.74,
Vintage Cars,Q4,Nov,2003,23,3675.63,
Vintage Cars,Q4,Nov,2003,28,3442.04,
Vintage Cars,Q4,Nov,2003,49,6893.81,
Vintage Cars,Q1,Jan,2004,24,2622.48,
Vintage Cars,Q1,Feb,2004,33,4417.38,
Vintage Cars,Q1,Mar,2004,22,3606.02,
Vintage Cars,Q2,May,2004,32,3802.56,
Vintage Cars,Q3,Jul,2004,40,5026.4,
Vintage Cars,Q3,Aug,2004,43,6695.53,
Vintage Cars,Q3,Sep,2004,24,2819.28,
Vintage Cars,Q4,Oct,2004,32,3759.04,
Vintage Cars,Q4,Oct,2004,20,2731.8,
Vintage Cars,Q4,Nov,2004,24,1658.88,
Vintage Cars,Q4,Nov,2004,48,5778.24,
Vintage Cars,Q4,Dec,2004,44,5191.12,
Vintage Cars,Q1,Jan,2005,28,3862.88,
Vintage Cars,Q1,Feb,2005,24,1476.48,
Vintage Cars,Q1,Mar,2005,33,5273.73,
Vintage Cars,Q2,May,2005,41,4872.03,
Classic Cars,Q1,Jan,2003,23,4556.99,
Classic Cars,Q1,Mar,2003,46,8257,
Classic Cars,Q2,Apr,2003,48,8209.44,
Classic Cars,Q2,May,2003,25,3598.5,
Classic Cars,Q2,Jun,2003,22,3837.24,
Classic Cars,Q3,Jul,2003,41,8331.61,
Classic Cars,Q3,Aug,2003,34,4836.5,
Classic Cars,Q3,Sep,2003,32,5418.88,
Classic Cars,Q3,Sep,2003,21,3734.01,
Classic Cars,Q4,Oct,2003,20,3996.4,
Classic Cars,Q4,Oct,2003,47,8754.69,
Classic Cars,Q4,Nov,2003,39,5481.45,
Classic Cars,Q4,Nov,2003,29,4419.89,
Classic Cars,Q4,Nov,2003,45,6324.75,
Classic Cars,Q4,Nov,2003,28,4409.72,
Classic Cars,Q4,Nov,2003,26,3918.46,
Classic Cars,Q4,Nov,2003,50,7620.5,
Classic Cars,Q4,Dec,2003,48,8291.04,
Classic Cars,Q4,Dec,2003,25,3937.25,
Classic Cars,Q1,Jan,2004,40,5554.4,
Classic Cars,Q1,Feb,2004,43,6407.86,
Classic Cars,Q1,Mar,2004,22,4172.52,
Classic Cars,Q2,Apr,2004,47,7083.37,
Classic Cars,Q2,May,2004,36,7132.68,
Classic Cars,Q2,Jun,2004,40,6773.6,
Classic Cars,Q2,Jun,2004,27,3657.69,
Classic Cars,Q3,Jul,2004,29,4812.55,
Classic Cars,Q3,Jul,2004,20,3928.6,
Classic Cars,Q3,Aug,2004,42,6401.22,
Classic Cars,Q3,Aug,2004,25,4191.25,
Classic Cars,Q3,Aug,2004,36,5852.52,
Classic Cars,Q3,Sep,2004,21,2844.87,
Classic Cars,Q4,Oct,2003,23,4011.66,
Classic Cars,Q4,Oct,2004,37,7455.87,
Classic Cars,Q4,Oct,2004,48,8940.96,
Classic Cars,Q4,Oct,2004,25,4572.25,
Classic Cars,Q4,Nov,2004,33,5700.09,
Classic Cars,Q4,Nov,2004,27,3155.49,
Classic Cars,Q4,Nov,2004,27,4170.69,
Classic Cars,Q4,Nov,2004,20,2878.8,
Classic Cars,Q4,Nov,2004,30,5029.5,
Classic Cars,Q4,Dec,2004,48,7396.8,
Classic Cars,Q4,Dec,2004,32,2991.68,
Classic Cars,Q1,Jan,2005,34,6275.72,
Classic Cars,Q1,Jan,2005,27,1534.95,
Classic Cars,Q1,Feb,2005,39,7264.53,
Classic Cars,Q1,Feb,2005,47,6869.05,
Classic Cars,Q1,Mar,2005,22,3353.02,
Classic Cars,Q2,Apr,2005,55,8289.05,
Classic Cars,Q2,May,2005,60,11887.8,
Classic Cars,Q2,May,2005,35,5926.9,
Classic Cars,Q2,May,2005,28,3793.16,
Trains,Q1,Feb,2003,38,4330.1,
Trains,Q2,Apr,2003,21,2011.8,
Trains,Q2,Jun,2003,41,4837.18,
Trains,Q3,Aug,2003,22,2151.82,
Trains,Q3,Sep,2003,29,2573.46,
Trains,Q4,Oct,2003,50,5344.5,
Trains,Q4,Nov,2003,29,3070.52,
Trains,Q4,Nov,2003,49,3952.83,
Trains,Q4,Nov,2003,35,3564.75,
Trains,Q1,Jan,2004,48,5614.56,
